id,sponsor,venue,place,city/town,state/country,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
25211,GILSEY HOUSE,COMMERCIAL,,,,FOLDER; 6.5X10.5;,,WINE LIST; PRICES FOR WINE AND FOOD ON MENU;,1889-039,1889-04-28,Gilsey House,Dollars,$,complete,4,441
25213,MASTER PRINTERS' AND ALLIED TRADES' ASSOCIATION,PROF;,NEW GAITY RESTAURANT,NEW GAITY RESTAURANT,,BOOKLET; ILLUS; COL; 4.5X7;,ANNIVERSARY;,WINES LISTED; MENU IN FRENCH; NOTES ON EARLY PRINTING INCLUDING ILLUSTRATIONS; TOASTS AND OFFICERS LISTED;,1905-951,1905-12-07,Master Printers' And Allied Trades' Association,,,complete,34,25
25214,FRIENDS OF MR. JAMES L. KERNAN,SOC;,"BALTIMORE, MD",BALTIMORE,MD,FOLDER; ILLUS; COL; 14X9;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED WITH COURSE; PL NOTED BY FEB; POEM RELATING MR. KERNAN'S WORK IN THE THEATRE; COVER ILLUSTRATED WITH DRAWING OF MARYLAND THEATRE AND LIKENESS OF MR. KERNAN;,1905-952,1905-12-07,Friends Of Mr. James L. Kernan,,,complete,8,22
25216,SPRINGFIELD CALEDONIANS,SOC;,HOTEL WORTHY,HOTEL WORTHY,,BOOKLET; ILLUS; 4X4.75;,ANNIVERSARY; 13TH BURNS ANNIVERSARY;,PROGRAM LISTED; COMMITTEE MEMBERS LISTED;,1896-025,1896-01-28,Springfield Caledonians,,,complete,6,21
25227,NEW YOK JEWELERS BOARD OF TRADE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 6  X 7.5,OTHER (ANNIV);,COVER ILLUSTRATION OF BENVENUTO CELLINI AND MERCURY SEATED AT A TABLE; DIAMOND AND WATCH; BROWN; GUEST LIST; TOASTS; FRENCH;,1895-025,1895-01-29,New York Jewelers Board Of Trade,,,complete,10,24
25232,CLEGG HOTEL,COMMERCIAL,"GREENSBORO, NC",GREENSBORO,NC,FOLDER; ILLUS; 5.5 X 7;,SECULAR HOLIDAY;,COCKTAILS; ILLUSTRATION OF OLD AND NEW YEAR;,1906-008,1906-01-01,Clegg Hotel,,,complete,4,37
25237,EAGLE HOTEL,COMMERCIAL,"GETTYSBURG, PA",GETTYSBURG,PA,CARD; COL; 4.75 X 7.5;,,BLUE STOCK AND EAGLE;,1905-436,1905-06-05,Eagle Hotel,,,complete,2,28
25239,REAL ESTATE BOARD OF BROKERS,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6 X 4.5;,ANNIVERSARY;,B&W PAINTING OF COLONIAL DRAWING ROOM SCENE;,1901-393,1901-02-16,Real Estate Board Of Brokers,,,complete,4,18
25250,GEORGE MACDONALD AND WILLIAM C.B. SHANLEY,OTHER (TWO PRIVATE HOSTS);,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 8X6;,COMPLIMENTARY/TESTIMONIAL,PHOTOGRAPH OF GUEST OF HONOR ON COVER; DRAWINGS OF GREEK MYTHICAL FIGURES; SILK RIBBON ATTACHMENTS;,1899-635,1899-10-21,George Macdonald And William C.B. Shanley,,,complete,4,16
25252,MRS. H. MC K. TWOMBLEY,OTHER (PRIVATE PARTY);,"NEW YORK, NY",NEW YORK,NY,CARD; 3.25X5.25;,COMPLIMENTARY/TESTIMONIAL,FRENCH; [SPONSOR & EVENT INFO SUPPLIED BY FEB];,1901-113,1901-01-18,Mrs. H. Mc K. Twombley,,,complete,2,13
25256,MR. R. G. WINNEY,OTHER (INDIVIDUALLY HOSTED PARTY);,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 4.5X6.5;,COMPLIMENTARY/TESTIMONIAL,LISTS WINES SERVED WITH INDIVIDUAL COURSES; ILLUSTRATION OF FEMALE MARINER ON COVER; [EVENT & SPONSOR INFO SUPPLIED BY FNB];,1897-347,1897-12-11,Mr. R. G. Winney,,,complete,4,31
25259,C0MMERCIAL CLUB OF CINCINNATI,COM;SOC;,"CINCINNATI, OH",CINCINNATI,OH,FOLDER;6 X 7.5;,ANNIVERSARY;,FRENCH; MENU ON FRONT COVER; TOAST LISTED INNNER BACK COVER;,1899-691,1899-11-09,C0mmercial Club Of Cincinnati,,,complete,4,16
25263,GRAND DUKE OF MECKLENBURG-SCHWERIN FRIEDRICH FRANZ,,,,,CARD; ILLUS; 4.5 X 5.5;,OTHER [SOC?];,HAND WRITTEN; MONOGRAMMED; RED SEAL;,1890-035,1890-02-14,Grand Duke Of Mecklenburg Schwerin Friedrich Franz,,,complete,2,11
25267,COMPNGNIE GENERAL TRANSATLANTIQUE,COMMERCIAL,ABOARD PAQUEBOT LA LORRAINE,ABOARD PAQUEBOT LA LORRAINE,,CARD; ILLUS; COL; 6 X 8;,,PHOTO OF CENONCEAUX AND STEAMER; NAUTICAL FLAGS;,1906-447,1906-05-04,Compngnie General Transatlantique,,,complete,2,36
25273,B.P.O.E.,SOC;,"BUFFALO, NY",BUFFALO,NY,FOLDER; ILLUS; COL; 4.5 X 7.5;,,PRICED MENU AND WINE LIST; PURPLE ELK;,1907-188,1907-02-08,B.P.O.E.,Dollars,$,complete,4,59
25275,AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION,PROF;,"CHICAGO, IL",CHICAGO,IL,BOOKLET; COL; ILLUS; 5.25 X 6;,ANNIVERSARY;,TOASTS; RED COVER WITH EMBOSSED ANGELS;,1907-315,1907-03-19,American Railway Engineering And Maintenance Of Way Association,,,complete,12,17
25285,THE BRUNSWICK,,"BOSTON, MA",BOSTON,MA,FOLDER; COLOR; ILLUS; 4 X 6;,DINNER,PALE BLUE; BROWN OWL,1881-027,1881-09-20,The Brunswick,,,complete,4,41
25288,ALBANY SOCIETY OF NYC,SOCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5.5 X 7;,ANNUAL,WINES NOTED;,1898-023,1898-01-10,Albany Society Of Nyc,,,complete,4,25
25289,CLOVER CLUB,SOC;,"PHILADELPHIA, PA",PHILADELPHIA,PA,FOLDER; ILLUS; COL; 6.5 X 5.25;,ANNIVERSARY;,CHAMPAGNE; MENU IN SHAPE OF CLOVER LEAF WITH CLOVER MOTIFS IN PALE GREEN;,1907-893,1907-10-17,Clover Club,,,complete,4,16
25296,ADOLF MEHRKENS MANNERCHOR,?,"HAMBURG, GERMANY",HAMBURG,GERMANY,BROADSIDE;ILLUS;COL;4X5.75;,?,MENU IN GERMAN,1891-019,1891-02-14,Adolf Mehrkens Mannerchor,,,complete,2,15
25305,ROYAL PAVILLION HOTEL,PROF;,"FOLKESTONE,ENGLAND",FOLKESTONE,ENGLAND,FOLDER; ILLUS;4.25X6.5;,ANNUAL;,MENU IN FRENCH; WINES FOR EACH COURSE; PROGRAM LISTED;,1906-529,1906-06-18,Royal Pavillion Hotel,,,complete,4,28
25314,THE SCHNORER CLUB OF MORRISANIA,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 5.5 X 8.5;,ANNIVERSARY;,WINES LISTED; PHOTO;,1907-891,1907-10-14,The Schnorer Club Of Morrisania,,,complete,10,24
25315,PRESIDENTE DE LA RUPUBLICA Y SENORA Y DEL SENOR ELIHU ROOR Y SENORA,GOVT;,"SANTIAGO, CHILE",SANTIAGO,CHILE,CARD; 5.5 X 8;,COMPLIMENTARY/TESTIMONIAL,"WINES LISTED; MENU IN FRENCH; MENU SERVED AS PLACE CARDS, THIS ON WAS FOR MRS.ELIHU ROOT;",1906-692,1906-09-03,Presidente De La Rupublica  Y Senora Y Del Senor Elihu Roor Y Senora,,,complete,2,16
25322,27TH ASSEMBLY DISTRICT REPUBLICAN CLUB OF KINGS COUNTY,POL;,"BROOKLYN, NY",BROOKLYN,NY,FOLDER; ILLUS; COL; 5X6.75;,PATRIOTIC HOLIDAY;,"WINES LISTED; TOASTS, COMMITTEE AND OFFICERS LISTED; COVER ON BROWN STOCK; NEAT ILLUSTRATION OF LINCOLN ON COVER;",1907-207,1907-02-12,27th Assembly District Republican Club Of Kings County,,,complete,10,16
25325,THE PILGRIMS OF THE U.S.,PATR;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.25X 6.25;,COMPLIMENTARY/TESTIMONIAL,"WINES LISTED; MENU IN FRENCH; SPONSOR, EVENT AND DATE HANDWRITTEN ON BACK; ONE O TWO IDENTICAL MENUS BUT DIFFERENT FORMAT;",1907-878,1907-10-15,The Pilgrims Of The U.S.,,,complete,2,34
25336,THE LAKEWOOD,COMMERCIAL,"LAKEWOOD, NJ",LAKEWOOD,NJ,CARD; ILL; 5.5X8.75;,DAILY;,ON APPLICATION GUESTS WILL BE SHOWN THROUGH THE KITCHEN; EVENING MUSICAL PROGRAM ADVERTISED ON BACK OF MENU CARD; COFFEE MAY BE SERVED IN THE SMOKING ROOM IF DESIRED;,1893-041,1893-04-01,The Lakewood,,,complete,2,67
25338,THE SILK ASSOCIATION OF AMERICA,PROF;,"NEW YORK, NY",NEW YORK,NY,FOL; ILLUS; 5.8;,OTHER (ANNIVERSARY);,"FRENCH; TOASTS INCLUDES ""THE LADIES--IN SILKEN SHEEN--OUR BEST FRIENDS""",1895-096,1895-05-22,The Silk Association Of America,,,complete,4,19
25362,GENERAL LIFE AND FIRE ASSURANCE COMPANY,COM,"LONDON, ENGLAND",LONDON,ENGLAND,FOLDER; 3.5X5,,MUSICAL PROGRAM; FRENCH MENU,1891-057,1891-05-13,General Life And Fire Assurance Company,,,complete,3,27
25365,OMAR KHAYYAM CLUB,SOC;,"LONDON, ENGLAND",LONDON,ENGLAND,FOLDER; ILLUS; 4.5X6.75;,,FRENCH; QUOTATIONS FROM OMAR KAYYAM; INCLUDES LIST OF GUESTS; ILLUSTRATIONS OF DRINKING MALE AND FEMALE FIGURES ON BOTH COVERS,1893-009,1893-01-27,Omar Khayyam Club,,,complete,4,16
25367,M.P.D. SUPERINTENDENT INSPECTORS & CAPTAINS OF POLICE,GOVT;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5 X 7.25;,OTHER (ANNIV),LAVENDAR; BLUE PRINT; GOLD SEAL OF NYC; FRENCH; LIST OF NOTABLES,1894-012,1894-01-22,M.P.D. Superintendent; Inspectors; & Captains Of Police,,,complete,4,20
25369,UNITED BRITAIN SOCIETIES,PATR;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.25 X 6.25;,COMPLIMENTARY/TESTIMONIAL,WINES AND CHAMPAGNE LISTED WITH EACH COURSE; MENU IN FRENCH; SPONSOR AND EVENT NOTED BY FEB;,1905-808,1905-11-09,United Britain Societies,,,complete,2,30
25372,THE SHIP'S COMPANY OF THE U.S.S. LOUISIANA,NAV;,"HAMPTON ROADS, VA",HAMPTON ROADS,VA,FOLDER; ILLUS; COL; 3.5X5;,COMPLIMENTARY/TESTIMONIAL,PHOTO OF U.S.S. [LOUISIANA?]; PROGRAM OF MUSIC LISTED; BOXING BOUTS LISTED;,1907-475,1907-05-03,The Ship's Company Of The U.S.S. Louisiana,,,complete,4,14
25386,FRIENDLY SONS OF ST.PATRICK,SOCIAL,"DELMONICO,NY",DELMONICO,NY,THREE CARDS;ILLUS;4.25X6[MENU];4.5X5.25[TOASTS];,ETHNIC HOLIDAY,MENU ON ONE CARD;TOASTS ON 2 CARDS & SEATING PLAN ON PRINTED PAPER;,1885-011,1885-03-17,Friendly Sons Of St.Patrick,,,complete,6,27
25387,MINNESOTA IRON COMPANY,COMMERCIAL,"PULLMAN VESTIBULED TRAIN,ST.JAMES",PULLMAN VESTIBULED TRAIN,ST.JAMES,CARD;4.5X7;,,,1896-123,1896-06-06,Minnesota Iron Company,,,complete,2,28
25391,PIONEER SONS AND DAUGHTERS OF CHICAGO,PATR;,"TREMONT HOUSE, THE",TREMONT HOUSE,THE,FOLDER; ILLUS;,ANNIVERSARY;,FLAG; VERSE;,1898-183,1898-05-19,Pioneer Sons And Daughters Of Chicago,,,complete,4,15
25393,PENNSYLVANIA RR DINING CARS,COMMERCIAL,,,,CARD; ILLUS; 4X6;,,DRAWING OF LOCOMOTIVE;SEE ALSO 1893-035,1893-032,1893-03-16,Pennsylvania Rr Dining Cars,,,complete,2,27
25396,TRANS-MISSISSIPPI AND INTERNATIONAL EXPOSITION,COMMERCIAL,"OMAHA, NEBRASKA",OMAHA,NE,CARD; ILLUS; COLOR; 6 X 6;,PATRIOTIC HOLIDAY;,FLAG; SUNBURSTS; WINE; PRINTED ON AN ANGLE;,1898-289,1898-10-13,Trans Mississippi And International Exposition,,,complete,2,16
25399,WHAT THE ENDS OF THE EARTH TIES INCLUDE,PATR;,HOTEL SAVOY,HOTEL SAVOY,,FOLDER; ILLUS; COL; 5.25X5.25;,COMPLIMENTARY/TESTIMONIAL,"MENU IN FRENCH; COMPASS LOGO ON COVER; SKETCH OF UNCLE SAM AND JOHN BULL AND MAN WITH ""EARTH HEAD"" ON BACK;",1907-282,1907-03-01,What The Ends Of The Earth Ties Include,,,complete,3,17
25403,THE ANSONIA,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 5.25 X 8.75;,,PRICED MENU; LOGO;,1907-078,1907-01-13,The Ansonia,Dollars,$,complete,2,97
25412,S.M.KING UMBERTO,,"ROME,ITALY",ROME,ITALY,CARD;ILL;COL;4X5.75,OTHER [HOME DINNER],"HANDWRITTEN MATERIAL ON BACK OF CARD, DECORATIVE CROWN AND LEAVES IN LEFT UPPER CORNER,MENU IN FRENCH",1883-005,1883-05-02,S.M.King Umberto,,,complete,2,10
25413,FELISA BALBIN,SOC;,"YSOR CITY,FL",YSOR CITY,FL,BOOKLET;ILLUS; COL;4X5.75;,COMPLIMENTARY/TESTIMONIAL,MENU IN SPANISH;WINES LISTED;,1906-650,1906-07-28,Felisa Balbin,,,complete,8,10
25416,FLATIRON RESAURANT AND CAFE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 7 X 11.75;,,PRICED MENU;,1907-060,1906-01-09,Flatiron Resaurant And Cafe,Dollars,$,complete,2,50
25419,FRIENDS OF INSPECTOR WM. W. MCLAUGHLIN,PROF;,"NEW YORK, NY",NEW YORK,NY,CARD; 5 X 8;,COMPLIMENTARY/TESTIMONIAL,WINES;,1897-172,1897-05-15,Friends Of Inspector Wm. W. Mclaughlin,,,complete,2,20
25423,15 OFFICERS OF THE PENN RR,PROF;,"CINCINNATI, OH",CINCINNATI,OH,BROADSIDE; ILLUS; COL; 5 X 7;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH; WINES LISTED;,1899-621,1899-10-14,15 Officers Of The Penn Rr,,,complete,2,19
25426,MALE PRINCIPALS AND LOCAL SCHOOL BOARDS OF THE BOROUGH OF THE BRONX,PROF;,THE ARENA,THE ARENA,,FOLDER; ILLUS; COL; 3.5X6.5;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED WITH COURSE; MENU IN FRENCH; COVER ON RED STOCK;,1905-940,1905-12-05,Male Principals And Local School Boards Of The Borough Of The Bronx,,,complete,6,22
25427,NEW YORK CENTRAL & HUDSON RIVER R.R. DINING CAR SERVICE,COMMERCIAL,EN ROUTE,EN ROUTE,,FOLDER; COL; ILLUS; 5.5 X 7;,,BLUE PAPER; ILLUSTRATION OF GRAND CENTRAL STATION ON FRONT AND RIVER SCENE ON BACK; PRIX FIXE MENU; PRICED WINE LIST; COPY OF MENU AVAILABLE IN AN ENVELOPE FOR MAILING; TRAIN NUMBER AND DATE PRINTED ON BOTTOM OF MENU;,1900-435,1900-01-20,New York Central & Hudson River R.R. Dining Car Service,,,complete,4,72
25428,EUROPA - COLUMBIA,COMMERCIAL,"EN ROUTE R.M.S. ""OCEANIC""","EN ROUTE R.M.S. ""OCEANIC""",,FOLDER; ILLUS;COL;4.25X5.75;,DAILY,,1905-556,1905-07-09,Europa   Columbia,,,complete,4,23
25433,ST. PAUL'S SCHOOL,EDUC;,"GARDEN CIY, NY",GARDEN CIY,NY,CARD; ILLUS; COL; 5.25X8;,COMPLIMENTARY/TESTIMONIAL,ILLUSTRATED WITH GOLD DECORATIVE VINES;,1907-634,1907-06-26,St. Paul's School,,,complete,2,22
25442,THE REFORM CLUB,SOC,METROPOLITAN OPERA HOUSE,METROPOLITAN OPERA HOUSE,,CARD;5.25X7.5,,,1888-056,1888-06-16,The Reform Club,,,complete,1,25
25454,WESTRN RESERVE SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,PAT;,"CLEVELAND, OH",CLEVELAND,OH,FOLDER; ILLUS; COL; 5X6;,PAT;,PROGRAM; [PLACE INFO SUPPLED BY F.E.B.]; PORTRAIT OF WASHINGTON ON COVER;,1901-455,1901-02-22,Westrn Reserve Society Of The Sons Of The American Revolution,,,complete,4,16
25456,BERKSHIRE SOCIETY OF NEW YORK,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5X7.25;,ANNIVERSARY;,PROGRAM INCLUDES TOASTS & MUSIC; FLORAL DRAWING ON COVER;,1898-081,1898-02-11,Berkshire Society Of New York,,,complete,4,21
25486,GLEN HOUSE,,NEW HAMPSHIRE,NEW HAMPSHIRE,,BROADSHEET; ILLUS; 5.5 X 8.5,DINNER,DRAWING OF HOTEL,1881-023,1881-08-12,Glen House,,,complete,2,88
25488,ALBERMARLE HOTEL,COMM.,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS;6.5 X 9,,DRAWING OF HOTEL; [PRICES ?] ON MENU AS WELL AS WINE LIST,1882-036,1882-02-02,Albermarle Hotel,Dollars,$,complete,4,272
25490,NY ALUMNI ASSOCIATION OF COLGATE UNIVERSITY,EDUC;,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; ILLUS; COL; 3.5 X 7;,ANNUAL,,1899-193,1899-02-20,Ny Alumni Association Of Colgate University,,,complete,2,19
25493,MRS. HWEMANN OELRICHS,SOC;,"NEWPORT, RI",NEWPORT,RI,BROADSIDE; 3.75X5;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH;,1905-691,1905-09-07,Mrs. Hwemann Oelrichs,,,complete,2,17
25494,NEW YORKER STAATS-ZEITUNG,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 4X5.6;,COMPLIMENTARY/TESTIMONIAL,WINE LIST INCLUDED; MUSIC PROGRAMME; ADDRESSES LISTED; PHOTOGRAPH OF MR. TOWER INCLUDED; AMERICAN AND GERMAN FLAGS ON COVER; CORD ATTACHMENT;,1907-359,1907-04-08,New Yorker Staats Zeitung,,,complete,12,31
25507,NEW STATE HOUSE,COMMERCIAL,"WACO, TX",WACO,TX,BOOKLET;ILLUS;COL;5X6.25;,DAILY;,TWISTED CORD AT LEFT;HOTEL EMBLEM;MUSICAL PROGRAM;,1901-045,1901-01-06,New State House,,,complete,8,38
25514,IRVING'S RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; 6 X 9;,,HANDWRITTEN; PRICED MENU; ILLUSTRATION OF POT COOKING OVER A WOOD FIRE IN THE WOODS; DATE HANDWRITTEN BY FEB;,1900-437,1900-01-20,Irving's Restaurant,Dollars,$,complete,2,37
25517,CHAMBER OF COMMERCE NY?,GOVT;,"NEW YORK, NY",NEW YORK,NY,CARD; 6.5 X 7.5;,,FRENCH; WINES;,1897-165,1897-05-06,Chamber Of Commerce (Ny?),,,complete,2,26
25520,PLAN AND SCOPE COMMITTEE OF THE DEWEY CELEBRATION,PATR;,"NEW YORK, NY",NEW YORK,NY,FOLDER;5X7;,COMPLIMENTARY/TESTIMONIAL,FRENCH MENU;WINES SERVED;NAMES;,1899-733,1899-11-18,Plan And Scope Committee Of The Dewey Celebration,,,complete,4,24
25521,GRAND LODGE OF MASONS OF THE STATE OF NEW YORK,SOC;,UNION LEAGUE CLUB,UNION LEAGUE CLUB,,BOOKLET; ILLUS; COL; 4.5X7;,COMPLIMENTARY/TESTIMONIAL,LISTS WINES SERVED WITH INDIVIDUAL COURSES; MASON SEAL ON COVER; SILK RIBBON ATTACHMENTS;,1898-372,1898-12-01,Grand Lodge Of Masons Of The State Of New York,,,complete,4,31
25523,FRAUNCES' TAVERN,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS;7 X 9.25;,,PRICED MENU AND WINE LIST; ILLUSTRATION AND HISTORY OF BUILDING;,1907-882,1907-10-15,Fraunces' Tavern,Dollars,$,complete,4,322
25529,THE WALDORF,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 6 X 8.5;,,"PRICED MENU; FRENCH ON ONE SIDE, ENGLISH ON THE OTHER;",1896-090,1896-04-23,The Waldorf,Dollars,$,complete,2,307
25532,SHIPMATES AND FRIENDS,PROF,"LONDON, ENGLAND",LONDON,ENGLAND,"BROADSHEET, 3.25 x 5;",COMPLIMENTARY/TESTIMONIAL,"STATES ""DR. ALLCHIN IN THE CHAIR;"" ATTACHED NOTE INFORMS US THAT CAPTAIN HALPIN WAS IN COMMAND OF THE 'GREAT EASTERN' WHEN SHE LAID THE ATLANTIC CAPBLE AND DR. ALLCHIN WAS HER SURGEON",1886-014,1886-03-03,Shipmates And Friends,,,complete,3,26
25539,OLD SETTLERS' CLUB,SOC;,"MILWAUKEE COUNTY, WI",MILWAUKEE COUNTY,WI,BOOKLET; ILLUS; COL; 6.5 X 10;,ANNIVERSARY(?);,WINES LISTED; PHOTOS OF GROUP OF MEMBERS; ORANGE PRINT AND BORDERS;,1906-225,1906-02-22,Old Settlers' Club,,,complete,16,25
25540,ROISSEALMONT ?,COMMERCIAL,"ADIRONDACKS, NY",ADIRONDACKS,NY,CARD; COL; 4.5 X 6.75;,,GRAY STOCK; GOLD LOGO; (NAME OF HOTEL DIFFICULT TO READ);,1900-4310,1900-09-06,Roissealmont (?),,,complete,2,25
25541,UNION LEAGUE CLUB OF SAN FRANCISCO,POL;,"ST.LOUIS, MO",ST. LOUIS,MO,CARD;4.25X6.5,COMPLIMENTARY/TESTIMONIAL,WINES SERVED;,1896-125,1896-06-10,Union League Club Of San Francisco,,,complete,2,19
25543,SPIDESEDDEL ?,,"BERGEN, NORWAY",BERGEN,NORWAY,CARD; COL; ILLUS;,,GRAY; GOLD FLORAL BORDER; NORWEGIAN; HANDWRITTEN;,1882-008,1882-08-09,Spideseddel ?,,,complete,2,15
25546,NEW YORK SOUTHEN SOCIETY,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD BOOKLET; ILLUS; 6.5 X 9.25;,OTHER (ANNIV),"PORTRAIT OF WASHINGTON; TOASTS; RED, WHITE, BLUE RIBBONS; FRENCH;",1895-040,1895-02-22,New York Southen Society,,,complete,14,22
25549,BOARD OF TRADE OF THE CITY OF TORONTO,OTHER,"TORONTO,CANADA",TORONTO,CANADA,FOLDER; ILL; 5X7,ANNUAL EVENT,"FRONT AND BACK COVERS ILLUSTRATED WITH MANY SCENES OF TRADES AND WITH SEAL OF THE ORGANIZATION,TOASTS LISTED",1887-044,1887-12-30,Board Of Trade Of The City Of Toronto,,,complete,4,46
25551,PARK AVEBUE HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 8;,SECULAR HOLIDAY;,LOGO; NOTE BY FEB THAT THE MENU WAS DONATED BY LEWIS C. TWOMBLEY;,1906-003,1906-01-01,Park Avenue Hotel,,,complete,2,36
25557,JOHN R. WATERS TO ADVISORY COMMITTEES AT NY RECIPROCAL UNDERWRITERS,,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 6.25,COMPLIMENTARY/TESTIMONIAL,WINES,1894-020,1894-02-05,John R. Waters To Advisory Committees At Ny Reciprocal Underwriters,,,complete,2,23
25558,MEDICAL CLUBS,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; 4.75 X 7;,ANNIVERSARY;,MEETING OF SEVERAL CLUBS; TOASTS;,1899-695,1899-11-10,Medical Clubs,,,complete,4,14
25570,MME.FANNIE BERLINER,COM,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 6X9,DAILY,PRICE INCLUDES WINE; ITEMS HANDWRITTEN,1892-089,1892-06-30,Mme.Fannie Berliner,,,complete,2,16
25572,QUINCY HOUSE,COMMERCIAL,"BOSTON, MA",BOSTON,MA,BOOKLET; ILLUS; COL; 5.5 X 6.75;,SECULAR HOLIDAY;,"ILLUS. OF CORNUCOPIA, PILGRIM WITH TURKEY, MAYFLOWER; RED, WHITE,AND BLUE RIBBON;",1899-771,1899-11-30,Quincy House,,,complete,8,70
25578,MASTER PRINTERS ASSOCIATION OF RHODE ISLAND,PROF;,PROVIDENCE ATHLETIC ASSOCIATION,PROVIDENCE ATHLETIC ASSOCIATION,,FOLDER; 4.5 X 6.5;,ANNIVERSARY;,WINES; EACH ITEM ON MENU IS ACCOMPANIED BY A STATEMENT OF BUSINESS ADVICE; REAR OF MENU SAYS 'WE ARE NOT IN BUSINESS FOR OUR HEALTH';,1899-338,1899-04-11,Master Printers Association Of Rhode Island,,,complete,4,27
25579,The Maplewood,COM,"WHITE MOUNTAINS, NH",WHITE MOUNTAINS,NH,FOLDER; ILL; 4.75X6.5,,HOTEL BUILDING ILLUSTRATED;,1892-093,1892-07-17,The Maplewood,,,complete,4,58
25591,PICCADILLY CLUB,SOC;,"CINCINNATI, OH",CINCINNATI,OH,CARD; COL; 2.75X5.6;,ANNIVERSARY;,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; [PLACE INFO SUPPLIED BY FEB];,1907-134,1907-01-26,Piccadilly Club,,,complete,2,16
25595,NEW ENGLAND DELEGATION OF H.M.M.B.A.,,CHICAGO BEACH HOTEL,CHICAGO BEACH HOTEL,,FOLDER; ILLUS; 4.25 X 6;,,WINES; MEDALLION OF QUEEN(?) ON C0VER; HANDWRITTEN NOTE TO 'DEAR SAM';,1898-134,1898-04-01,New England Delegation Of H.M.M.B.A.,,,complete,4,18
25599,METROPOLITAN MEMBERS OF THE PHI DELTA THETA FRATERNITY,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILLUS; 3.5 X 6;,ANNUAL,OFFICERS & SPEAKERS LISTED;,1899-420,1899-05-11,Metropolitan Members Of The Phi Delta Theta Fraternity,,,complete,8,21
25601,THE OCEANIC,COM,NH,NH,,FOLDER;ILL;COL;4.5X7,,"BLUE;FULL FRONT ILLUSTRATION OF WOMAN PICKING FLOWERS,SEA SCENE WITH BIRDS ON BACK COVER",1884-16,1884-08-30,The Oceanic,Dollars,$,complete,4,96
25605,FIDELITY LODGE NO. 120,SOC;,"SAN FRANCISCO, CA",SAN FRANCISCO,CA,BOOKLET; COL; ILLUS; 6 X 9.25;,ANNIVERSARY;,WINES WITH EACH COURSE; TOASTS; TAN ORNAMENTAL COVER;,1907-851,1907-09-26,Fidelity Lodge No. 120,,,complete,8,16
25606,POCANO MOUNTAIN HOUSE,COMMERCIAL,"MT. POCANO, PA",MT. POCANO,PA,CARD; 4.5 X 6.75;,,,1906-675,1906-08-19,Pocono Mountain House,,,under review,2,40
25607,THE PILGRIMS,SOC;,"LONDON, ENGLAND",LONDON,ENGLAND,FOLDER; COL; 4.5 X 7;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED; MENU IN FRENCH; TAN STOCK; SPONSOR NOTED BY FEB;,1907-177,1907-02-06,The Pilgrims,,,complete,4,22
